,itemid,name,overallRating,reviewText,submissionTime,title,upVotes,downVotes,reviewer
118,15162426,Igloo 3.5 cu. ft. Chest Freezer,5,"I have always kept my overflow of freezer food in the freezer at work, but it gets to be a hassle when you don't have access to it after work hours. So I got the idea for a compact chest freezer from Wal-Marts Black Friday flyer. They had a 7.0cu ft for a bargain price, but I didn't have the room or the need for something so big, So I found this cute little Igloo freezer on their web-site, also for a pretty great price. I live in a 1-bedroom apt. & this is a perfect size - 3.6cu ft. is plenty of room for when there are good sales on meat or other frozen foods. It has a removable basket, but I use it for bagged frozen veggies. And it has a raised ""shelf"" that I keep butter, cheese & boxed veggies on that. The deep (full depth) section is where I keep my meats. It's probably a good idea to tape a list to the lid of what you put in there & dated when in case stuff starts to get buried. (see my photo I included in my review) I actually have it sitting right inside my front door, so when I come home from grocery shopping with heavy bags, I can drop all the freezer stuff right there. So far it has been running just great, keeps everything nice & frozen. I haven't gotten an electric bill (yet) since I got it, so i'm not sure what the cost is going to be to run it, I can get back to you on that... The size is 22x22x33""high. It runs very quietly, tho you do hear it when it clicks on & off - that's normal. It plugs into a regular 3-prong, 120v outlet...no special outlet needed.
And VERY IMPORTANT...I read this in the manual on-line before I picked it up from the store, you need to know that when you get it home & set it up, you need to let it sit in the proper upright position for 24hrs. to give the cooling system a chance to settle BEFORE you plug it in & it turns on. Chances are it was not kept in an upright position in shipping to the store, and when they wheeled it out to me at the store, they had it laying on it's side, and I had to lay it on it's side to get it in my SUV for the ride home. But I just made sure to let it stand for 24hrs. in the upright position before I plugged it in. You can damage the cooling system if you don't do this and then you'll think it's a defective product & you'll be running back & forth to the store to return it & get a new one.... Anyway, this is something probably any body can use and it was very affordable. With the prices of groceries going up & up, it's great to be able to take advantage of a good sale.",2012-01-12T14:12:45,Great Little Chest Freezer,429,20,DeeDeeG
119,15162426,Igloo 3.5 cu. ft. Chest Freezer,5,"So far this product has been great. It holds a bit less than my last 3.5 cu ft freezer but it runs nicely. It is quiet and the only sound it makes is a click when the compressor or whatever turns on but other than that it's quiet and you don't even hear it running. It does put out quite a bit of heat though so take that into consideration for where to place it. I was able to fit it into my tiny kitchen even with a table in there.

We just received our electric bill and this freezer doesn't seem to have had any noticeable affect on it at all, so hurray for that! I purchased a similar one (Emerson) back in May from another store because it was cheaper but it turned out it was noisy when the compressor came on and noisy while it was cooling, noisy when the compressor went off and then it broke down two weeks after I purchased it and all my food spoiled. This one cost about $30 more but so far it was well worth every penny.",2011-07-08T05:08:23,"So far, So good...",273,31,WallyWorldGirl4Sure
120,15162426,Igloo 3.5 cu. ft. Chest Freezer,5,Perfect size freezer for the two of us. Holds a lot more than I expected...we have 80 pounds of meat stored in the freezer with room to spare! Perfect purchase! Very happy!,2011-08-08T14:26:00,08 August 2011,85,0,LD66
121,15162426,Igloo 3.5 cu. ft. Chest Freezer,5,"We bought this to go in our travel trailer and this was some of the best money we have spent. We have an outdoor kitchen when we camp and we added this freezer to the mix. No more thawed food, no need for extra trips to buy ice. Even in 102+ degree temps it maintained a temperature below freezing. We can now have ice cream, take meats we have never dared to take before, even have frozen margaritas. At 69 lbs shipping weight, it's light weight enough for my husband to pick up and set back inside the trailer for the trip home. It only made a light layer of frost the whole weekend. The vacuum seal was awesome. There are wheels on the front, which helped in moving it around. I'm not sure the ground was perfectly level and it still worked like a champ. Absolutely no hesitation in recommending this.

For the next camping trip we will turn it on the day before to get it cold and load it up with the cold food for transport. After we arrive at the camp site, we'll move the refrigerated food to the refrigerator. We won't need to buy ice at all. We will save enough on ice to pay for the freezer this summer.",2011-06-19T11:23:52,Great for camping,270,77,GrandmaLewis
122,15162426,Igloo 3.5 cu. ft. Chest Freezer,5,We have a side-by-side refrigerator/freezer that is just too small for certain boxes (like pizza boxes) and it's hard to find items in the back when they're stacked. This freezer is the perfect size for things we do not use regularly and fits in a small space. It comes with a wire shelf that can be removed or moved around and it is stepped inside the freezer so everything is not on the bottom and stacked. Nice design and works great (so far).,2012-02-11T11:16:25,Perfect Size Freezer for Small Space,151,49,Catacomb
123,40487630,Danby Designer 4.4 cu ft All Refrigerator,2,"Since I already have a chest freezer, I was really excited to find this all refrigerator option (additionally the tiny freezer in mini fridges is really not too useful :)). This arrived well packaged and quicker than expected (so happy with delivery). We waited 24 hrs before plugging in and ran fine but next day temp. didn't seem to be very cold ( I used 2 different thermometers) . I did all the troubleshooting things (plenty of space around it, dial turned up, etc..) but the coldest temp I could get was 41-42 degrees. Unfortunately this isn't cold enough for me to store extra milk and other perishables and like drinks a bit colder. Other than the temperature issue, everything else was great but am going to return and purchase one with a small freezer (don't want one with a freezer but seems the ""useless"" freezer does help get the fridge colder (per many comments of others I read)). Unfortunate because otherwise I loved this mini fridge :(",2015-07-10T10:54:58,Love this fridge and just wish it got colder,9,1,ziggy04
124,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",3,"Whoever designed this fridge needs to learn what we plan to put in it! The top shelf is a tight fit for 12 ounce pop/beer cans, and the second shelf won't allow 12 oz cans upright, they must be laid down. And really, who will be putting celery and lettuce in the crisper in this size fridge? That's the first thing to come out.. the crisper drawer! Had I known that the second shelf was nearly useless, I'd have bought something else. About all that will fit on this shelf is butter and maybe sour cream containers. Very disappointing!

It IS quiet though! But one more warning... FedEx lays them down in their trucks for God only knows how far. And it says right on the carton: ""Do NOT lay down - Keep upright!"" So be sure to let it stand at least 24 hours before plugging it in to allow the refrigerant oil to hopefully run back into the compressor rather than in the Freon lines where it doesn't belong.",2013-12-21T00:24:36,Poor engineering,62,19,gimmeabreak4
125,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",5,Very happy with this unit Quiet and works on 500 watt solar setup !!!,2014-01-20T20:14:33,Great for its size,24,0,Gus069
126,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",4,"I was careful in my selection of compact refrigerators...and for the price...well...I could not resist. I am grateful that I am VERY mechanically inclined - the refrigerator door did not close after I took the tape off. I unscrewed the bottom nut and was able to close the door, but I knew I should not have had to do that.
As it was, I needed to swap the door direction anyway, so I read the instructions. No detail there. It would have been nice to know that foam covered all holes that the plastic covers did not seat into, and that it was easy enough to clear the foam using a socket drive and the provided screw.
When I removed the bottom hinge, I saw the problem with the door and 'fixed' it (the metal plate had been bent out of shape and I bent it straight) - not the most encouraging thing to do to a refrigerator you have not even turned on yet - but the door closed and sealed beautifully! Absolutely no problems with the design.
I set the fridge in my designated spot and it is humming away (lightly) and keeps my food cold just like it is supposed to.
I figure the chances of someone else getting a refrigerator that does not close are slim. And if one of my friends bought one and it arrived that way - I am a step ahead and am armed with a solution. I really love this refrigerator!",2014-01-14T21:12:53,Not for the mechanically faint of heart,27,6,Eowyn60
127,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",5,Great product. Separate freezer is great!,2014-01-21T15:24:45,Great deal,18,5,jerstudd
128,40685156,"Galanz 3.1 cu ft Double-Door Refrigerator, Black",5,I was getting tired of moochers eating all of my carefully hand-selected groceries so I bought this little gem. Love it and knowing my groceries are safe and there for me when I want to eat is priceless.,2014-05-09T14:30:00,How to stop a cookie monster.,13,0,NoMoreWindowshopping
129,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,4,"This is a very light weight, small but sturdy unit. It will ONLY hold a six pack, but keeps things very cold. I haven't tried the warmer, but I'm sure it works just as well as the cooler. It is used by a nursing home resident and is perfect because it doesn't emit a lot of heat into the small room but allows her to have her yogurt when she needs it. It also has a car adapter.",2013-11-13T18:58:14,This is a great little six pack cooler,26,4,nick13131313131
130,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,2,"I used this product to try and keep my insulin cool on a trip to fl. The product did not keep anything cool. The cooler was plugged into my outlet in the car and was running for 6 hours
and was warm on the inside. I had it on dc and on cool the whole time. It was cool for about four hours, then just quit running. The cooler stayed warm all the way back to south Carolina.",2014-02-26T06:40:30,supposed to keep items cool not cold,23,3,desertvet1
131,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,5,We bought 2 and they are perfect for our needs. One for the office and one for baby bottles in the bedroom .,2014-02-20T17:55:37,Cute,16,3,Rachelbouknight
132,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,5,"I checked Amazon.com, Target.com and several Google sources...THIS mini fridge is the exact look, feel, color and size I was looking for. I love it !!!",2013-11-01T21:33:52,THIS WAS EXACTLY WHAT I WANTED !,8,0,YJee
133,29558128,Portable Mini Fridge Cooler and Warmer Auto Car Boat Home Office AC & DC White,5,and so far I love it! I put it right on my office desk and it's small enough so it's not an eyesore. It makes my water cold. I'm looking forward to bringing in my almond milk for my morning cereal and my butter for my toast :),2014-09-11T12:20:05,I've only had it for one day ....,9,2,GuzGirl
134,40685158,"Galanz 1.7 cu ft Single-Door Refrigerator, Black",5,"I renovate houses and I use this to keep drinks cold. It keeps them ICE cold! Comes with a cute mini-ice tray. Make sure you only set it to about half-way, otherwise it gets so cold it will freeze everything.",2014-04-22T13:33:45,"Excellent, be careful, it could be a freezer too!",38,7,GreatReviewer13579
135,40685158,"Galanz 1.7 cu ft Single-Door Refrigerator, Black",5,The frozen items stay frozen. The cold stuff stays cold. It is small but is exactly what I need. I am very pleased with the purchase.,2014-04-21T19:21:54,It meets our needs perfectly.,20,0,GarlandGrandma
136,40685158,"Galanz 1.7 cu ft Single-Door Refrigerator, Black",1,"After 6 days and not being opened, the ice is not completely frozen. The drinks are really cold and nice but only half the ice is ready. It's a tiny ice tray too, so there's no reason it shouldn't have frozen in six days. I turned the dial to a colder number and if the drinks don't freeze in the refrigerator and the ice freezes in the freezer, it will be fine. But it doesn't look like it will. I had it turned almost completely to the end. I don't want the drinks inside to freeze. Bad item. Don't buy it. Find something else.",2014-01-02T13:47:30,Will it ever freeze??,27,13,IlsaT
137,40685158,"Galanz 1.7 cu ft Single-Door Refrigerator, Black",5,This refrigerator fits perfect in my room it keeps everything nice and cold.,2014-03-15T19:25:07,Perfect Size,7,0,overthelimit
138,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,4,"I bought this compact refrigerator for a pretty decent price ($99 before tax) and I was a little shocked at the size. It was bigger than I anticipated, which is great because it can fit a decent amount of items inside. It didn't take long to cool down so I was able to get my food in my fridge within reasonable timing. I had my fridge delivered to a local Walmart store for pickup and it wasn't damaged in any way. So far the fridge has been running smoothly the only thing I don't like about it is a strange, quiet noise it gives off when the compressor kicks on. That noise comes and goes, it's not loud so it's not enough to keep you up at night but it gets a little annoying but I will probably get used to it.",2014-01-26T17:05:50,Bigger than expected,24,3,Monsoneunica
139,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,5,"This fridge was priced fairly, the delivery time was outstanding. It was delivered without damage and functions as it should.",2014-01-10T16:25:44,a good little refrigerator,23,3,elby1
140,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,5,I loved that it did not take long to began cooling my bottle waters and lunches..& easy installation.,2014-01-11T15:37:33,Great for an office or dorm,19,0,MrsProfessional
141,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,5,"We bought this frig to replace a propane frig in our travel trailer. It is working very well. I would buy another one just like it tomorrow if I needed it. The freezer compartment would probably fit about 6 ice trays, just to give you an idea of what it will hold. Not bad at all for a compact frig.",2014-05-25T05:49:03,Nice Compact,19,3,jbird117
142,40685155,Galanz 3.5 cu ft VCM Single-Door Refrigerator,5,This is one of the larger compact refrigerators at a great price. We are very pleased with the amount of items you can store in this refrigerator. Very pleased.,2013-12-30T05:05:13,Great Value,17,5,LLFLATT
143,5893636,Coca-Cola Personal Compact Refrigerator,2,did not let you know ahead of time on the site to store order that this mini-fridge can only be plugged in for 48 hrs. at a time!!!!! what good is this in an office.,2007-08-08T10:06:22,not what i expected,89,2,justnell
144,5893636,Coca-Cola Personal Compact Refrigerator,1,"I was disappointed first by the fact that the online picture was different when I ordered... the picture showed the older model with the bottle on the door. The picture had changed when the fridge arrived and it was not the one I'd wanted. That was minor, but irritating. What made me have to return it was the fact that it didn't cool. I wasn't expecting perfection... but this didn't keep my soda any cooler than a styrofoam cooler does. I tried everything I could think of to make sure I wasn't doing something wrong. I even checked the Koolatron site and saw nothing helpful there. I was disappointed to have to return the product, but it's rather expensive to just use as a decoration.",2007-12-11T11:01:56,A fridge that doesn't cool... Not cool.,22,3,NaeLuvTaz
145,5893636,Coca-Cola Personal Compact Refrigerator,5,I was looking for a small take along product that would work on AC/DC or Car cigarette lighter and this refrigerator was perfect. It only holds a six pack but for 2 people that is just fine. I also can use it when I hold a bazaar in my garage or in the basement while quilting for a cold beverage.,2008-07-20T17:20:05,Good product,8,3,SnowyMountain
146,5893636,Coca-Cola Personal Compact Refrigerator,1,"I would just like to say that i agree with the other reviews, i got this product for my room. It cooled for about long enough to get soda in it, then it stopped. I had to return it. It is wrong for a COOLING DEVICE to not cool anything more than the shelf can.",2008-06-01T17:16:16,i agree,6,1,ultimategamer5
147,5893636,Coca-Cola Personal Compact Refrigerator,5,got this for my son. I saw all the bad reviews but I got it anyway. My son keeps all his drinks in it and it keeps them cold. but they are not canned sodas. hi-c and waters and stuff like that. we have had it for 2 weeks and no problems so far.,2015-09-17T12:04:46,present for son,1,1,omgwhocares
148,42490114,"Haier 1.7 cu ft Refrigerator, Black",5,"I bought the Haier 1.7 cu ft fridge to replace a thermal cooler I have been using at my office, which only keeps things cool - but not cold. This little unit keeps things cold! I have read of at least one other small fridge that doesn't have a temp control; this one has. And this one has a five year warranty on the refrigeration system in addition to one year on the entire unit; in comparison, the other brands I looked at have just a one year warranty on the whole thing including the refrigeration unit.

1.7 cu ft is pretty small, be sure you understand just how much you can put into a unit that size. I can do fine with it but it's sure no bottomless pit of space.

I paid about $65 for mine, plus tax, free shipping, it arrived quickly and in perfect condition. I know I'm going to enjoy having cold drinks in my office at work all the time. Cold, not 'cool'.",2014-06-28T15:59:09,Bargain priced little fridge with a good warranty,250,33,bulllrider
149,42490114,"Haier 1.7 cu ft Refrigerator, Black",5,"After trying a couple of different refrigerators, this one makes the least noise. Good for bed room.",2014-07-05T20:16:41,Very nice and silent refrigerator.,136,15,ofhRafsanjani
150,42490114,"Haier 1.7 cu ft Refrigerator, Black",5,"I wanted something for my office, and this fits the bill. It can hold a half gallon of milk and a 6-pack of soda, as well as a few other small items. It is quiet; it just makes a few soft electronic beeps every now and then. Everything inside stays very cold. It fits comfortably under a desk or on a shelf and hardly takes up much room. For the price, this is a bargain. And it was $15 cheaper than the exact same item at Lowe's!",2014-07-25T14:34:05,Perfect for an office,132,31,MeowILuvCats
151,42490114,"Haier 1.7 cu ft Refrigerator, Black",5,"I had ordered a nearly identical refrigerator from a competitor. The first one arrived and was damaged, so I returned it and reordered. The second one arrived damaged even worse. I gave up, and tried Walmart.

I found this unit, and had it shipped to the store. This may have saved a step in the supply chain and prevented damage. It was also boxed within another box, which probably helped. Anyway, it was in fine shape, and has been working well for two weeks.

The Haier is better than its competitors because the temperature control is on the inside of the refrigerator which makes it easier to adjust.",2014-08-02T19:38:42,Seems Good.,65,11,Biggie455
152,42490114,"Haier 1.7 cu ft Refrigerator, Black",4,"Great for the price. It's not that loud. I sleep fine and I have a pretty small room. The little freezer compartment works pretty well too. Overall, good purchase",2014-07-31T00:20:53,Overall good,43,11,Arayy
153,42490113,"Haier 2.7 cu ft Refrigerator, Black",4,"I bought this refrigerator to have in my room for my personal snacks, I have a house of teenagers and I was sick and tired of my goodies coming up missing, so I bought this to have in my room and let me tell you my life has changed. I only wish I had thought of this sooner, anyway the only thing that surprised me about this refrigerator is the size, from the online photo I expected it to be smaller sort of like a fat microwave but its a lot taller and it's PERFECT for me..!!! Now I can keep all my mommy snacks to myself..!!",2014-07-14T10:06:32,Great little fridge,125,15,Playerceleb
154,42490113,"Haier 2.7 cu ft Refrigerator, Black",5,"Started off purchasing a 2.7 cubic foot Black & Decker, only to get it home and unboxed and found a big gouge on the top. Had to take that unit back for a refund. In the meantime, I ordered this 2.7 cubic foot Haier (black) online and had it delivered directly to my home via FedEx. Nice little unit. Plenty of shelf space for what I need. I have another Haier unit, 1.7 cubic foot, that I use in my outside wash house bldg. that I've had for over 3 years. I use it to keep summer beverages cold for outside use. The freezer is small but holds a couple of small ice trays. The smaller unit usually has to be defrosted about once year and it doesn't take long for the ice to melt (providing you do it during the summer/fall months). My past experience with Haier has always been good to excellent. The warranty on this 2.7 unit is for 2 years which is a plus plus. I highly recommend this unit to anyone in the market for a smaller refrigerator.",2014-07-11T19:13:22,Nice Size Unit,161,27,LANDofOZinKANSAS
155,42490113,"Haier 2.7 cu ft Refrigerator, Black",5,"Lots of space for small frig, quiet, efficient, love the satin finish, & great price!",2014-06-08T11:48:14,Super frig for the office!,87,7,hixlee
156,42490113,"Haier 2.7 cu ft Refrigerator, Black",5,"This fridge is doing the job we wanted it to do. It is quiet and cold enough to keep on a low number on the thermostat. The energy rating is better than other fridges we looked at. It is light enough to move to another place if needed.
The only thing I would have liked to have is a light in the fridge near the thermostat to see it better.",2014-06-15T13:45:46,Excellent compact refrigerator for small spaces,71,11,MistyNoel
157,42490113,"Haier 2.7 cu ft Refrigerator, Black",1,"I bought this fridge for my office. It was very quiet and fit perfectly under my desk. However, the freezer would constantly freeze and thaw, dripping disgusting yellow water on all of the items below. Even though the fridge seemed to keep everything cold, the freezer continued to drip and even appeared to grow mold. I couldn't store anything in the area below the freezer, effectively making the fridge useless. I tried different temperature settings, to no avail. Mine may have just been defective, but who knows.",2014-06-18T07:06:15,Freezer didn't work,58,20,luggage12345
158,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",4,Best deal I could find for a 2.7 cu. ft. refrigerator. Very quiet when compressor is running. So far no complaints.,2014-06-27T06:02:07,Haier 2.7 cu. ft. Refrigerator,64,13,Ibrew2
159,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",5,"Delivered right to my door. I know it would never fit into my small car. I keep in the garage for extra beverages, also it is the prefect size for camping. It keeps my beverages and lunchmeat cool outside of the camper. Keeps everyone from tramping in and out to get drinks or snacks. I have recommended this refrigerator to all of my friends.",2014-07-02T09:50:39,Keeps my extra beverages cold.,44,8,Suemora
160,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",4,"We were looking for a small refrigerator to replace our large one that sprang a leak and had to be moved to the back porch. So for convenience we chose this little Haier Refrigerator for inside the house. Since we do not drink soda or other canned beverages, we were very happy to find one that does NOT have a soda can rack inside the door, therefore has plenty of USEFUL space.

It will hold an 18-pack of eggs, large ketchup bottle, 2-lbs cheese, 1-lb butter, several bottles in the door, and the temperature holds steady at the setting you choose,

If there is one thing we wish it had, that's a light when you open the door.",2014-08-03T18:53:07,Great for the price,57,38,TJMFlorida
161,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",5,I have never seen anything packaged like it was. It was GREAT. I can't wait to use it in my classroom.,2014-07-20T20:55:16,Bigger than I thought,17,3,ckmoo
162,43841394,"Haier 2.7 cu ft Refrigerator, Virtual Steel",5,arrived 3 days early. package was double wrapped. Was entirely dent free. Cooled down in 2 hours. Highly recommend this product.,2014-09-03T17:18:38,great refridgerator,15,2,retiredtim
163,43841395,"Haier 4.5 cu ft Refrigerator, Virtual Steel",5,We've purchased several refrigerator's over the years however none close to Haier's qualtiy. It's constructed as well as their standard refrigerator's. It's the first Haier we bought and wish we would gotten Haier 's opposed to cheaper models. Hands down for unbeatable value for the price. Kudos Walmart! CR,2014-07-22T13:38:49,Well made for it's size.,58,1,lovegems
164,43841395,"Haier 4.5 cu ft Refrigerator, Virtual Steel",5,Got it two weeks ago. It's working great. It can hold gallon milk by slight arrange the bottom shelf. And keeps food cold with only teh scale set to 3. Eactly what I wanted.,2014-06-24T13:25:29,excellent refregirator,52,6,bhunter57
165,43841395,"Haier 4.5 cu ft Refrigerator, Virtual Steel",5,"We had another Haier until someone punctured the Freon trying to defrost it - never had an issue with it before that. Excellent office refrigerator. Only downside is that it's not frost-free. Otherwise, it's great and that's why we decided to buy another one just like what we had previously.",2014-06-13T05:36:17,Great office refrigerator,38,2,MAC8888
166,43841395,"Haier 4.5 cu ft Refrigerator, Virtual Steel",4,"The refrig showed up several days ahead of projected delivery, which was nice. it was well boxed and packed, and had no external damage. Inside shelves and parts were taped down. But when I put the door on the freezer part, the left side of the freezer came off the top piece. There are two key holes on each side of the freezer part, with knobs in the ceiling to attach them to. However, it kept popping off. Had to work at it to get them to stay. Evidently bent when assembled. Don't know how long it'll stay attached.
Had it for a week, and the refrig works fine. Let's see for how long.
Why can't we buy things any more that are complete and work?",2014-06-04T13:10:07,Nothing is perfect any more,38,6,mno123
167,43841395,"Haier 4.5 cu ft Refrigerator, Virtual Steel",5,Very nice fridge for the best price that I found. Holds a lot of drinks which is what I'm using it for. I put a 24 pack of water in it and I still have a lot of room to put more stuff in. Has glass shelves instead of wire ones so it will hold more weight!,2014-07-22T16:59:49,Nice fridge,25,0,Farmerjonny
168,23213645,Newair AB-850 84-Can Stainless Steel Beverage Cooler,4,"This is a very nice cooler. We found it kept the sodas quite cold and actually turned it down just a bit to keep from freezing cans in the back of the shelf.

Holds plenty and with the glass door it's stylish and convenient to see when our drinks are running low.",2015-08-31T14:20:22,Very nice addition to the game room,1,0,Bamaskigirl
169,21311891,"Igloo Compact Ice Maker, Stainless Steel",4,"This Ice maker really puts out the ice very fast and the stainless steel look is beautiful, however I can only give it a rateing of 4 stars as much as id like to go all out with a 5 star rateing I cannot due to the fact that no matter where I set the size of ice wether it be small medium or large pieces the size does not change although the time it it takes to freeze does change 6 minutes for small setting up to 12 minutes for the large setting I keep it set on small and it still seems to freeze the same as the large 12 minute setting even tho the size of the ice does not change, (which doubles the ice production on small) I decided not to send it back as the size it does produce is fine which im guessing is large I cant say for sure since I was not able to see just how big small is vs medium vs large is, also it will produce some what of a wet ice rather then compleatly frozen solid such as would be produced in a regular freezer so be prepared to break out the butter knife or ice pick once placed in the home freezer and freezing compleats I found this is not a big issue either it breaks apart rather easily, other then the size of the ice not changeing and a slightly wet texture of ice produced im a very happy camper and am satisfied with this purchase....",2012-12-06T07:51:07,Igloo Compact Ice Maker Stainless Steel,132,20,CrowleynNC
170,21311891,"Igloo Compact Ice Maker, Stainless Steel",5,I never have enough ice so we purchased the Igloo ice maker. I LOVE IT! I have ice in as little as 7 minutes. One tank takes a couple of hours but its worth waiting for it. I have 2 ice bins that it fills up. I LOVE IT!,2012-11-17T08:42:31,17 November 2012,78,8,mamamimi1963
171,21311891,"Igloo Compact Ice Maker, Stainless Steel",5,I like the fact that this ice maker has the drainage spout on the side rather than the bottom as one tried previously. It has the light display when you need to add water and when it is full of ice so there is less time wasted watching to see when more water is needed. The ice is more porous than from a freezer unit but that is expected because of the way the ice forms.,2013-11-02T19:26:09,Great ice maker for a counter top model,96,21,icehead
172,21311891,"Igloo Compact Ice Maker, Stainless Steel",5,"We purchased this ice maker after getting a new refrigerator in our rental house that didn't have a built in ice maker. Not expecting much after reading several reviews on all brands of portable ice makers, we purchased this one. It was shipped and received in two business days and came in the original packaging without any problems. We plugged it in, added water and waited. It starts making ice in around 7 minutes for the small cubes, which really are like normal sized cubes. The cubes do have hollow centers, which is probably why it can make them so fast but this thing pumps out ice. We don't empty the container into another one in the freezer or anything, we just take the ice directly from the machine as needed. If a full basket of ice sits in the unit, it will start to melt, but the ice melts into the water reservoir and just uses that to make more ice. We have four members in our house and haven't run out of ice yet. The manual says it will make up to 20+ lbs of ice per day so if you had a party or event, you could plan and store some ice in the freeze to stock up. Overall, great unit and well worth the price!",2014-02-28T08:31:51,Great Portable Ice Maker,38,0,sdj172
173,21311891,"Igloo Compact Ice Maker, Stainless Steel",5,"This product is excellent. I had the white Magic Chef but it broke after 3 months. It had developed a pinhole in the evaporator at a weld joint and without service ports it became useless. Anyway, I took a chance on the Igloo and couldn't be happier that I did. This unit is nice! As in looks, stainless steel, all the way around, beautiful. They have now used a more efficient compressor that only uses 120 watts. You can barely tell it's running. The fan on the side is all you hear, and it's minimal, until the defrost cycle and the ice drops. No louder than a regular ice machine on your refrigerator. This is the EXACT same unit that New Air sells for 100 dollars more. I can't speak for its longevity as I have not had it for more than a couple days (spitting out ice for 48 hours straight now), but if it is anything in build quality like the outside of the machine, I have no doubt about having it for a long time. As stated, I've had the Magic Chef, and I can see the design improvements. I couldn't be happier. The pictures online do not do it justice so I will provide my own. Can't wait to take this camping.",2013-07-03T12:15:01,Same product as New Air's but $100 cheaper!!!,39,13,TexasNational
174,31136429,"Igloo 7.1 cu ft Chest Freezer, White",5,"Pros: $23/yr operating costs, chills well, versatile
Cons: only 1 basket, hand grooves on the sides of the lid instead of front, short cord, $30 more here than I paid at a competitor.
The most remarkable thing about this freezer is that it actually has a refrigerator setting in addition to the freezer setting, so it allows it to be used as more than just a freezer. With the low operating costs, this would make a great second frig for beverages and surplus groceries.
It isn't terribly heavy when it is empty, so it's easy to pickup at the store if you have a van or truck to transport it. You do need 2 people to lift it unless you are very strong!
I wish it came with at least 2 baskets, 3 would be even better. My solution to the lack of separation was to use a tall skinny box and flat cardboard vertically between stacks of food. Also the hand grooves being on the sides of the lid instead of the front take a little getting used to. This is a second freezer of this size for our family, replacing a large upright energy hog. Looking forward to a reduced electricity bill!",2014-03-16T21:36:15,Nice compact freezer/refrigerator,82,18,dianeh
175,31136429,"Igloo 7.1 cu ft Chest Freezer, White",4,"Good freezer.

I picked this one because it came with the energy star rating. Freezer is compact and the adjustable temp gauge is easy to understand. The setting on it also tell you when it is in refrigeration and when you pass in to freezing. I have been surprised at the strength of the door springs as the top slams down pretty hard, that will take some getting used to.",2014-08-21T09:07:41,Igloo 7.2 chest freezer,19,5,sajo9901
176,31136429,"Igloo 7.1 cu ft Chest Freezer, White",5,It ran great straight from the box. I've modified it to meet my specific needs and keeps working as expected.,2014-05-05T19:11:44,Great,18,9,LT2014
177,31136429,"Igloo 7.1 cu ft Chest Freezer, White",1,"As soon as I unpacked this freezer, I noticed a lot of dents on the bottom. I should have trusted the previous reviews I read about poor transport conditions which damaged the product for a lot of customers. I plugged it at night, it started to work but I noticed the chill was coming from the top to the bottom. I filled it with fish and all kind of meats i purchased for my parents (almost $500 worth of food); when I opened it the next day, the freezer motor was still running but there was only water inside, no chill at all and all the food was damaged and wasted. I returned this freezer just the next day. I am totally disappointed and will not recommend this to anyone I know",2014-09-02T11:22:57,Total disappointment,12,5,Romysco
178,31136429,"Igloo 7.1 cu ft Chest Freezer, White",1,"A piece of junk, when I plug it up it the motor fail to run. Why didn't someone check this freezer before selling it.",2014-05-19T18:18:45,Fail to run,13,7,carrier44
179,43841396,"Haier 3.2 cu ft Refrigerator, Virtual Steel",5,"I am very pleased with this product so far. I've only had it for one week but it works perfectly. Picked it up in store, let it sit for 24 hours, plugged it in and it was chilled down in 3 hours. I let it run 24 hours before putting anything in it. The freezer section is great. Makes ice cubes nicely. The only thing I would like to see is a longer shelf in the top of the refrigerator door to hold eggs and small things instead or the 2 liter bottle holder and can holder. Otherwise it's just great. No dents, no dings, hinges and door seals work perfectly, no adjustments needed.",2015-08-07T07:10:02,Haier 3.2 cu ft Refrigerator,107,5,CharlieD
